transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add_ons_purchased,add_on_total,revenue
18713,18846,23,Female,Yes,Smartphone,SMP234,2,Completed,Bank Transfer,3419.04,1139.68,3,2024-05-09,Standard,No Add ons,0.0,3419.04
18714,18848,76,Female,Yes,Headphones,HDP456,4,Completed,PayPal,722.36,361.18,2,2024-04-03,Standard,Add ons,162.79,885.15
18715,18849,66,Male,No,Laptop,LTP123,2,Cancelled,Bank Transfer,4720.24,674.32,7,2024-08-16,Same Day,No Add ons,0.0,4720.24
18716,18851,48,Female,No,Smartphone,SMP234,3,Completed,PayPal,1139.68,1139.68,1,2024-01-24,Same Day,No Add ons,0.0,1139.68
18717,18851,48,Female,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,1139.68,1139.68,1,2024-02-03,Same Day,No Add ons,0.0,1139.68
18718,18853,59,Male,No,Laptop,LTP123,5,Completed,Bank Transfer,5394.56,674.32,8,2024-06-07,Standard,Add ons,105.93,5500.490000000001
18719,18853,59,Male,Yes,Smartphone,SMP234,3,Cancelled,Credit Card,1139.68,1139.68,1,2024-08-26,Expedited,Add ons,106.08,1245.76
18720,18854,47,Female,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,459.5,459.5,1,2024-04-12,Same Day,Add ons,139.14,598.64
18721,18855,43,Female,No,Tablet,TBL345,4,Completed,Bank Transfer,7077.69,786.41,9,2024-03-14,Expedited,Add ons,125.42,7203.11
18722,18857,61,Male,No,Tablet,TBL345,5,Completed,Credit Card,2359.23,786.41,3,2024-06-02,Expedited,Add ons,39.41,2398.64
18723,18858,34,Female,No,Headphones,HDP456,5,Cancelled,Credit Card,2528.26,361.18,7,2024-08-25,Same Day,Add ons,180.39,2708.65
18724,18858,34,Female,No,Smartwatch,SWT567,4,Completed,PayPal,1378.5,459.5,3,2024-09-08,Same Day,Add ons,171.35,1549.85
18725,18862,48,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,722.36,361.18,2,2024-01-29,Same Day,Add ons,73.42,795.78
18726,18862,48,Male,No,Laptop,LTP123,5,Completed,Credit Card,6743.2,674.32,10,2024-04-26,Same Day,Add ons,120.93,6864.13
18727,18862,48,Male,No,Smartwatch,SWT567,2,Completed,Bank Transfer,919.0,459.5,2,2024-07-08,Standard,Add ons,60.99,979.99
18728,18863,44,Female,No,Smartwatch,SWT567,4,Completed,Credit Card,2297.5,459.5,5,2024-03-29,Standard,No Add ons,0.0,2297.5
18729,18863,44,Female,No,Smartwatch,SWT567,4,Cancelled,Credit Card,1838.0,459.5,4,2024-05-03,Expedited,Add ons,70.55,1908.55
18730,18864,75,Male,Yes,Headphones,HDP456,5,Completed,PayPal,2167.08,361.18,6,2024-03-27,Expedited,Add ons,105.41,2272.49
18731,18865,54,Female,No,Headphones,HDP456,5,Completed,Bank Transfer,722.36,361.18,2,2024-03-25,Same Day,Add ons,167.52,889.88
18732,18865,54,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,2297.5,459.5,5,2024-07-13,Expedited,Add ons,49.74,2347.24
18733,18865,54,Female,No,Smartphone,SMP234,2,Cancelled,PayPal,11396.8,1139.68,10,2024-07-24,Same Day,Add ons,80.77,11477.57
18734,18866,60,Male,No,Smartphone,SMP234,1,Completed,Credit Card,7977.76,1139.68,7,2024-08-18,Standard,Add ons,152.48,8130.24
18735,18867,45,Male,No,Tablet,TBL345,5,Completed,PayPal,3145.64,786.41,4,2024-09-15,Same Day,No Add ons,0.0,3145.64
18736,18868,53,Female,Yes,Headphones,HDP456,4,Cancelled,Credit Card,1444.72,361.18,4,2024-07-28,Same Day,Add ons,27.18,1471.9
18737,18869,36,Female,No,Laptop,LTP123,2,Completed,PayPal,6068.88,674.32,9,2024-06-19,Standard,Add ons,146.74,6215.62
18738,18871,33,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,1805.9,361.18,5,2024-09-22,Expedited,Add ons,31.88,1837.7800000000002
18739,18872,61,Male,Yes,Headphones,HDP456,3,Completed,Bank Transfer,1444.72,361.18,4,2024-03-11,Expedited,Add ons,69.03,1513.75
18740,18872,61,Male,No,Smartphone,SMP234,1,Completed,Bank Transfer,6838.08,1139.68,6,2024-04-08,Same Day,Add ons,36.22,6874.3
18741,18873,63,Male,No,Headphones,HDP456,5,Completed,PayPal,722.36,361.18,2,2024-04-09,Standard,Add ons,32.39,754.75
18742,18873,63,Male,Yes,Smartphone,SMP234,2,Completed,PayPal,11396.8,1139.68,10,2024-05-02,Same Day,No Add ons,0.0,11396.8
18743,18873,63,Male,Yes,Headphones,HDP456,5,Completed,Credit Card,2889.44,361.18,8,2024-07-03,Same Day,Add ons,160.3,3049.7400000000002
18744,18877,19,Female,No,Smartphone,SMP234,4,Completed,Credit Card,2279.36,1139.68,2,2024-09-14,Standard,Add ons,175.62,2454.98
18745,18878,37,Male,Yes,Headphones,HDP456,2,Completed,Credit Card,3250.62,361.18,9,2024-02-21,Expedited,Add ons,112.32,3362.94
18746,18878,37,Male,No,Headphones,HDP456,4,Completed,Credit Card,722.36,361.18,2,2024-02-27,Same Day,Add ons,57.85,780.21
18747,18878,37,Male,No,Laptop,LTP123,1,Completed,Credit Card,3371.6,674.32,5,2024-08-04,Same Day,No Add ons,0.0,3371.6
18748,18879,47,Female,Yes,Tablet,TBL345,5,Cancelled,Bank Transfer,3932.05,786.41,5,2024-03-25,Same Day,Add ons,84.96,4017.01
18749,18880,70,Male,Yes,Tablet,TBL345,4,Completed,Credit Card,786.41,786.41,1,2024-07-31,Expedited,Add ons,116.19,902.5999999999999
18750,18881,25,Female,No,Smartwatch,SWT567,3,Completed,Bank Transfer,919.0,459.5,2,2024-05-28,Standard,Add ons,227.4,1146.4
18751,18882,41,Female,No,Smartphone,SMP234,4,Cancelled,PayPal,2279.36,1139.68,2,2024-02-03,Standard,Add ons,198.87,2478.23
18752,18882,41,Female,No,Smartwatch,SWT567,2,Cancelled,Credit Card,2757.0,459.5,6,2024-02-06,Standard,Add ons,159.54,2916.54
18753,18882,41,Female,No,Headphones,HDP456,4,Completed,PayPal,1805.9,361.18,5,2024-06-19,Standard,Add ons,120.85,1926.75
18754,18882,41,Female,No,Tablet,TBL345,1,Completed,PayPal,7864.1,786.41,10,2024-09-01,Expedited,Add ons,180.18,8044.280000000001
18755,18883,53,Male,Yes,Smartwatch,SWT567,1,Cancelled,PayPal,2757.0,459.5,6,2024-09-22,Same Day,Add ons,150.07,2907.07
18756,18884,46,Female,No,Laptop,LTP123,4,Completed,Credit Card,3371.6,674.32,5,2024-05-25,Same Day,No Add ons,0.0,3371.6
18757,18885,33,Female,No,Smartphone,SMP234,5,Completed,Credit Card,11396.8,1139.68,10,2024-03-15,Same Day,Add ons,26.22,11423.019999999999
18758,18887,41,Male,No,Laptop,LTP123,2,Completed,Bank Transfer,2697.28,674.32,4,2024-01-22,Standard,Add ons,218.81,2916.09
18759,18888,21,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,1083.54,361.18,3,2024-06-27,Expedited,Add ons,66.11,1149.6499999999999
18760,18889,50,Male,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,3419.04,1139.68,3,2024-02-08,Standard,Add ons,100.74,3519.7799999999997
18761,18890,22,Male,No,Laptop,LTP123,3,Cancelled,PayPal,2022.96,674.32,3,2024-06-02,Expedited,Add ons,61.2,2084.16
18762,18891,48,Male,No,Laptop,LTP123,4,Completed,Bank Transfer,6743.2,674.32,10,2024-01-17,Standard,Add ons,201.07,6944.2699999999995
18763,18891,48,Male,No,Laptop,LTP123,3,Cancelled,Credit Card,6743.2,674.32,10,2024-01-30,Expedited,No Add ons,0.0,6743.2
18764,18891,48,Male,Yes,Smartphone,SMP234,2,Completed,Bank Transfer,1139.68,1139.68,1,2024-02-08,Standard,Add ons,48.07,1187.75
18765,18892,26,Male,Yes,Laptop,LTP123,1,Completed,PayPal,2697.28,674.32,4,2024-03-31,Same Day,Add ons,152.36,2849.6400000000003
18766,18892,26,Male,No,Laptop,LTP123,2,Cancelled,Credit Card,674.32,674.32,1,2024-09-10,Same Day,Add ons,41.81,716.1300000000001
18767,18893,33,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,6068.88,674.32,9,2024-06-08,Expedited,Add ons,89.42,6158.3
18768,18893,33,Female,No,Laptop,LTP123,3,Cancelled,Credit Card,6743.2,674.32,10,2024-07-09,Same Day,Add ons,78.17,6821.37
18769,18893,33,Female,No,Smartphone,SMP234,5,Cancelled,PayPal,7977.76,1139.68,7,2024-08-21,Standard,No Add ons,0.0,7977.76
18770,18894,71,Male,Yes,Headphones,HDP456,4,Completed,Bank Transfer,2528.26,361.18,7,2024-05-14,Same Day,Add ons,220.08,2748.34
18771,18894,71,Male,Yes,Laptop,LTP123,1,Completed,PayPal,5394.56,674.32,8,2024-06-01,Expedited,Add ons,112.83,5507.39
18772,18896,74,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,6838.08,1139.68,6,2024-02-07,Same Day,No Add ons,0.0,6838.08
18773,18896,74,Female,Yes,Headphones,HDP456,4,Completed,PayPal,1805.9,361.18,5,2024-06-28,Same Day,Add ons,164.4,1970.3000000000002
18774,18897,58,Male,No,Laptop,LTP123,5,Completed,PayPal,4045.92,674.32,6,2024-06-02,Standard,Add ons,153.59,4199.51
18775,18897,58,Male,Yes,Smartphone,SMP234,1,Completed,PayPal,6838.08,1139.68,6,2024-09-14,Expedited,Add ons,164.38,7002.46
18776,18899,46,Female,No,Smartwatch,SWT567,4,Cancelled,PayPal,1838.0,459.5,4,2024-03-30,Standard,Add ons,52.76,1890.76
18777,18900,66,Female,No,Smartphone,SMP234,1,Completed,Credit Card,3419.04,1139.68,3,2024-06-09,Expedited,Add ons,140.5,3559.54
18778,18901,48,Female,No,Headphones,HDP456,3,Completed,Credit Card,2889.44,361.18,8,2024-01-28,Expedited,Add ons,34.66,2924.1
18779,18901,48,Female,No,Smartwatch,SWT567,2,Completed,PayPal,3216.5,459.5,7,2024-01-28,Standard,Add ons,76.55,3293.05
18780,18901,48,Female,No,Laptop,LTP123,1,Cancelled,PayPal,3371.6,674.32,5,2024-04-21,Expedited,Add ons,53.49,3425.0899999999997
18781,18901,48,Female,No,Headphones,HDP456,3,Completed,Credit Card,2528.26,361.18,7,2024-05-03,Expedited,No Add ons,0.0,2528.26
18782,18902,22,Female,No,Tablet,TBL345,3,Completed,PayPal,1572.82,786.41,2,2024-03-11,Same Day,Add ons,91.47,1664.29
18783,18903,29,Male,No,Smartwatch,SWT567,3,Completed,PayPal,4135.5,459.5,9,2024-01-30,Standard,Add ons,150.73,4286.23
18784,18903,29,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,674.32,674.32,1,2024-06-10,Standard,Add ons,44.2,718.5200000000001
18785,18905,54,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,2528.26,361.18,7,2024-03-14,Standard,Add ons,142.43,2670.69
18786,18905,54,Male,No,Headphones,HDP456,5,Cancelled,Bank Transfer,1805.9,361.18,5,2024-05-28,Same Day,Add ons,65.34,1871.24
18787,18906,22,Male,Yes,Laptop,LTP123,3,Cancelled,PayPal,5394.56,674.32,8,2024-05-27,Expedited,Add ons,176.26,5570.820000000001
18788,18909,69,Male,Yes,Headphones,HDP456,1,Completed,PayPal,1444.72,361.18,4,2024-08-02,Standard,Add ons,132.71,1577.43
18789,18909,69,Male,Yes,Headphones,HDP456,4,Cancelled,Credit Card,2528.26,361.18,7,2024-09-14,Expedited,No Add ons,0.0,2528.26
18790,18910,50,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,2889.44,361.18,8,2024-05-13,Same Day,Add ons,171.52,3060.96
18791,18911,69,Male,Yes,Tablet,TBL345,3,Cancelled,PayPal,3145.64,786.41,4,2024-08-28,Same Day,Add ons,198.86,3344.5
18792,18913,64,Male,No,Smartwatch,SWT567,1,Completed,Credit Card,4135.5,459.5,9,2024-04-28,Expedited,Add ons,152.47,4287.97
18793,18914,73,Male,No,Headphones,HDP456,4,Completed,Credit Card,722.36,361.18,2,2024-07-15,Standard,Add ons,196.69,919.05
18794,18919,23,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-04-17,Expedited,No Add ons,0.0,3419.04
18795,18920,47,Female,Yes,Smartwatch,SWT567,1,Completed,Credit Card,3216.5,459.5,7,2024-05-19,Standard,Add ons,92.92,3309.42
18796,18922,32,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,2528.26,361.18,7,2024-03-04,Same Day,Add ons,156.79,2685.05
18797,18923,19,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,4720.24,674.32,7,2024-07-01,Same Day,Add ons,51.71,4771.95
18798,18924,79,Female,Yes,Tablet,TBL345,2,Completed,Credit Card,7077.69,786.41,9,2024-06-25,Expedited,No Add ons,0.0,7077.69
18799,18924,79,Female,No,Tablet,TBL345,3,Cancelled,Credit Card,3932.05,786.41,5,2024-08-13,Standard,Add ons,155.77,4087.82
18800,18925,32,Male,No,Laptop,LTP123,1,Completed,PayPal,3371.6,674.32,5,2024-08-31,Standard,Add ons,56.78,3428.38
18801,18927,50,Female,No,Laptop,LTP123,5,Completed,Credit Card,3371.6,674.32,5,2024-04-23,Expedited,No Add ons,0.0,3371.6
18802,18927,50,Female,No,Smartphone,SMP234,3,Completed,PayPal,3419.04,1139.68,3,2024-05-23,Same Day,Add ons,40.24,3459.2799999999997
18803,18928,75,Female,No,Laptop,LTP123,4,Cancelled,Credit Card,2697.28,674.32,4,2024-03-03,Expedited,Add ons,190.4,2887.6800000000003
18804,18928,75,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,2757.0,459.5,6,2024-09-07,Same Day,Add ons,149.08,2906.08
18805,18929,53,Female,No,Smartphone,SMP234,5,Cancelled,Credit Card,9117.44,1139.68,8,2024-04-08,Same Day,Add ons,194.93,9312.37
18806,18930,64,Male,Yes,Laptop,LTP123,3,Completed,Bank Transfer,1348.64,674.32,2,2024-07-12,Standard,No Add ons,0.0,1348.64
18807,18931,57,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,2024-02-14,Same Day,No Add ons,0.0,4045.92
18808,18931,57,Female,No,Headphones,HDP456,3,Completed,Bank Transfer,2889.44,361.18,8,2024-08-31,Standard,Add ons,28.97,2918.41
18809,18932,19,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-01-20,Expedited,Add ons,69.43,3488.47
18810,18933,64,Female,No,Smartphone,SMP234,1,Completed,PayPal,11396.8,1139.68,10,2024-04-10,Expedited,Add ons,247.14,11643.939999999999
18811,18933,64,Female,No,Smartphone,SMP234,1,Cancelled,Credit Card,4558.72,1139.68,4,2024-08-02,Expedited,Add ons,165.22,4723.9400000000005
18812,18934,62,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,4558.72,1139.68,4,2024-03-17,Expedited,Add ons,201.95,4760.67
18813,18939,69,Male,Yes,Smartphone,SMP234,5,Completed,Bank Transfer,3419.04,1139.68,3,2024-02-25,Expedited,Add ons,201.3,3620.34
18814,18939,69,Male,Yes,Smartwatch,SWT567,4,Completed,Bank Transfer,919.0,459.5,2,2024-07-09,Same Day,Add ons,19.53,938.53
18815,18939,69,Male,No,Tablet,TBL345,3,Completed,Credit Card,7864.1,786.41,10,2024-09-14,Expedited,Add ons,106.68,7970.780000000001
18816,18940,73,Male,No,Smartwatch,SWT567,4,Completed,PayPal,919.0,459.5,2,2024-08-14,Same Day,No Add ons,0.0,919.0
18817,18941,26,Female,No,Smartphone,SMP234,1,Cancelled,PayPal,4558.72,1139.68,4,2024-08-04,Expedited,Add ons,54.81,4613.530000000001
18818,18942,67,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,11396.8,1139.68,10,2024-04-03,Same Day,No Add ons,0.0,11396.8
18819,18943,80,Male,No,Tablet,TBL345,4,Completed,PayPal,6291.28,786.41,8,2024-09-19,Expedited,Add ons,95.53,6386.8099999999995
18820,18945,19,Female,Yes,Tablet,TBL345,3,Cancelled,Credit Card,7077.69,786.41,9,2024-03-13,Same Day,Add ons,51.82,7129.509999999999
18821,18945,19,Female,Yes,Smartwatch,SWT567,1,Completed,Credit Card,2757.0,459.5,6,2024-06-15,Standard,No Add ons,0.0,2757.0
18822,18946,19,Female,No,Smartphone,SMP234,1,Completed,Credit Card,4558.72,1139.68,4,2024-06-17,Expedited,Add ons,75.53,4634.25
18823,18947,24,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,6068.88,674.32,9,2024-02-22,Same Day,Add ons,105.02,6173.900000000001
18824,18947,24,Female,Yes,Laptop,LTP123,5,Cancelled,Credit Card,5394.56,674.32,8,2024-08-15,Standard,Add ons,101.04,5495.6
18825,18947,24,Female,Yes,Headphones,HDP456,2,Completed,PayPal,361.18,361.18,1,2024-08-18,Standard,Add ons,164.26,525.44
18826,18948,71,Female,No,Smartwatch,SWT567,2,Completed,PayPal,2297.5,459.5,5,2024-05-30,Same Day,Add ons,75.81,2373.31
18827,18948,71,Female,Yes,Smartwatch,SWT567,4,Completed,PayPal,919.0,459.5,2,2024-07-13,Same Day,Add ons,110.96,1029.96
18828,18949,66,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-02-25,Standard,No Add ons,0.0,3419.04
18829,18949,66,Female,No,Smartwatch,SWT567,4,Cancelled,PayPal,3676.0,459.5,8,2024-05-06,Expedited,Add ons,148.19,3824.19
18830,18949,66,Female,Yes,Laptop,LTP123,4,Completed,Bank Transfer,2022.96,674.32,3,2024-08-02,Expedited,Add ons,156.96,2179.92
18831,18950,71,Male,No,Smartphone,SMP234,2,Completed,Credit Card,6838.08,1139.68,6,2024-08-31,Same Day,No Add ons,0.0,6838.08
18832,18951,31,Male,No,Headphones,HDP456,2,Completed,Bank Transfer,2167.08,361.18,6,2024-02-10,Expedited,Add ons,193.42,2360.5
18833,18952,34,Male,No,Smartphone,SMP234,2,Cancelled,Credit Card,2279.36,1139.68,2,2024-05-08,Expedited,Add ons,194.96,2474.32
18834,18955,55,Female,Yes,Smartwatch,SWT567,5,Cancelled,PayPal,4135.5,459.5,9,2024-07-13,Expedited,Add ons,99.86,4235.36
18835,18955,55,Female,Yes,Smartphone,SMP234,3,Completed,Bank Transfer,1139.68,1139.68,1,2024-07-29,Same Day,No Add ons,0.0,1139.68
18836,18955,55,Female,Yes,Headphones,HDP456,1,Completed,Credit Card,2889.44,361.18,8,2024-08-11,Standard,Add ons,95.58,2985.02
18837,18955,55,Female,No,Headphones,HDP456,5,Cancelled,Credit Card,2528.26,361.18,7,2024-09-22,Expedited,Add ons,164.13,2692.3900000000003
18838,18956,18,Female,No,Tablet,TBL345,1,Cancelled,PayPal,5504.87,786.41,7,2024-01-27,Expedited,Add ons,122.2,5627.07
18839,18957,37,Male,No,Smartphone,SMP234,4,Completed,PayPal,2279.36,1139.68,2,2024-06-04,Standard,Add ons,85.25,2364.61
18840,18960,21,Male,No,Headphones,HDP456,3,Completed,PayPal,1805.9,361.18,5,2024-07-03,Same Day,Add ons,130.12,1936.02
18841,18961,51,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,11396.8,1139.68,10,2024-03-29,Expedited,No Add ons,0.0,11396.8
18842,18963,34,Male,Yes,Headphones,HDP456,4,Cancelled,Bank Transfer,1805.9,361.18,5,2024-03-22,Standard,Add ons,65.48,1871.38
18843,18963,34,Male,No,Smartwatch,SWT567,1,Completed,PayPal,459.5,459.5,1,2024-06-20,Same Day,No Add ons,0.0,459.5
18844,18964,42,Female,No,Tablet,TBL345,2,Completed,Bank Transfer,3932.05,786.41,5,2024-03-03,Same Day,No Add ons,0.0,3932.05
18845,18964,42,Female,Yes,Smartwatch,SWT567,2,Cancelled,Credit Card,3676.0,459.5,8,2024-05-04,Same Day,No Add ons,0.0,3676.0
18846,18964,42,Female,Yes,Headphones,HDP456,1,Cancelled,Bank Transfer,722.36,361.18,2,2024-05-24,Standard,Add ons,163.63,885.99
18847,18965,76,Male,No,Laptop,LTP123,2,Cancelled,PayPal,1348.64,674.32,2,2024-05-27,Standard,Add ons,172.28,1520.92
18848,18965,76,Male,Yes,Laptop,LTP123,1,Completed,PayPal,1348.64,674.32,2,2024-05-28,Standard,Add ons,165.31,1513.95
18849,18965,76,Male,No,Smartphone,SMP234,1,Completed,PayPal,1139.68,1139.68,1,2024-06-23,Expedited,Add ons,41.3,1180.98
18850,18965,76,Male,No,Laptop,LTP123,1,Completed,PayPal,4720.24,674.32,7,2024-07-11,Standard,Add ons,35.73,4755.969999999999
18851,18965,76,Male,No,Smartwatch,SWT567,1,Completed,PayPal,3216.5,459.5,7,2024-08-27,Expedited,Add ons,30.53,3247.03
18852,18967,38,Female,No,Headphones,HDP456,1,Completed,Credit Card,2528.26,361.18,7,2024-02-02,Expedited,No Add ons,0.0,2528.26
18853,18967,38,Female,No,Smartwatch,SWT567,2,Completed,Bank Transfer,2297.5,459.5,5,2024-04-07,Same Day,Add ons,78.39,2375.89
18854,18968,56,Female,No,Tablet,TBL345,2,Completed,PayPal,6291.28,786.41,8,2024-01-17,Same Day,Add ons,177.58,6468.86
18855,18968,56,Female,No,Laptop,LTP123,5,Completed,Credit Card,6743.2,674.32,10,2024-05-18,Standard,Add ons,120.76,6863.96
18856,18969,31,Male,No,Smartwatch,SWT567,4,Cancelled,Credit Card,919.0,459.5,2,2024-03-24,Standard,Add ons,25.64,944.64
18857,18970,43,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,2697.28,674.32,4,2024-01-07,Same Day,Add ons,185.03,2882.3100000000004
18858,18970,43,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,5698.4,1139.68,5,2024-07-14,Standard,No Add ons,0.0,5698.4
18859,18970,43,Male,No,Smartwatch,SWT567,2,Completed,Bank Transfer,3216.5,459.5,7,2024-08-08,Standard,Add ons,117.14,3333.64
18860,18971,20,Female,No,Smartwatch,SWT567,4,Cancelled,Credit Card,4595.0,459.5,10,2024-05-08,Expedited,Add ons,15.9,4610.9
18861,18972,21,Female,No,Smartwatch,SWT567,2,Cancelled,Credit Card,3676.0,459.5,8,2024-09-06,Same Day,Add ons,161.27,3837.27
18862,18974,30,Female,No,Tablet,TBL345,2,Cancelled,Credit Card,7077.69,786.41,9,2024-05-16,Expedited,Add ons,95.54,7173.23
18863,18974,30,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,1444.72,361.18,4,2024-07-06,Standard,Add ons,87.79,1532.51
18864,18974,30,Female,No,Tablet,TBL345,2,Cancelled,Credit Card,3932.05,786.41,5,2024-08-04,Expedited,Add ons,108.12,4040.17
18865,18978,70,Female,No,Tablet,TBL345,5,Cancelled,Credit Card,6291.28,786.41,8,2024-02-23,Same Day,Add ons,239.27,6530.55
18866,18979,34,Male,Yes,Smartwatch,SWT567,5,Completed,Credit Card,2757.0,459.5,6,2024-01-29,Same Day,Add ons,86.07,2843.07
18867,18980,62,Male,No,Smartphone,SMP234,1,Completed,Bank Transfer,4558.72,1139.68,4,2024-01-15,Same Day,Add ons,180.28,4739.0
18868,18980,62,Male,Yes,Smartphone,SMP234,3,Completed,PayPal,11396.8,1139.68,10,2024-03-05,Expedited,Add ons,68.13,11464.929999999998
18869,18980,62,Male,No,Smartwatch,SWT567,1,Cancelled,PayPal,2297.5,459.5,5,2024-07-27,Expedited,Add ons,156.76,2454.26
18870,18982,67,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,1572.82,786.41,2,2024-09-19,Standard,Add ons,96.73,1669.55
18871,18984,58,Male,No,Laptop,LTP123,1,Completed,Credit Card,5394.56,674.32,8,2024-01-14,Standard,Add ons,37.79,5432.35
18872,18984,58,Male,No,Smartwatch,SWT567,3,Cancelled,PayPal,2297.5,459.5,5,2024-03-05,Standard,Add ons,139.49,2436.99
18873,18984,58,Male,No,Smartwatch,SWT567,2,Cancelled,PayPal,3676.0,459.5,8,2024-04-29,Same Day,No Add ons,0.0,3676.0
18874,18984,58,Male,No,Headphones,HDP456,2,Cancelled,Bank Transfer,3250.62,361.18,9,2024-09-16,Expedited,Add ons,112.7,3363.3199999999997
18875,18985,55,Female,Yes,Headphones,HDP456,3,Cancelled,Bank Transfer,2889.44,361.18,8,2024-05-23,Same Day,No Add ons,0.0,2889.44
18876,18985,55,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,6838.08,1139.68,6,2024-05-30,Same Day,Add ons,71.5,6909.58
18877,18986,78,Female,No,Tablet,TBL345,5,Cancelled,PayPal,7864.1,786.41,10,2024-03-05,Standard,No Add ons,0.0,7864.1
18878,18987,45,Female,No,Headphones,HDP456,2,Completed,Bank Transfer,2167.08,361.18,6,2024-09-16,Expedited,Add ons,81.8,2248.88
18879,18988,22,Male,No,Smartphone,SMP234,2,Completed,PayPal,4558.72,1139.68,4,2024-02-22,Same Day,Add ons,24.15,4582.87
18880,18988,22,Male,No,Tablet,TBL345,1,Completed,Bank Transfer,3145.64,786.41,4,2024-08-20,Standard,Add ons,174.54,3320.18
18881,18992,77,Female,Yes,Smartwatch,SWT567,5,Cancelled,Bank Transfer,4595.0,459.5,10,2024-07-20,Same Day,Add ons,143.48,4738.48
18882,18995,63,Male,No,Laptop,LTP123,4,Cancelled,PayPal,3371.6,674.32,5,2024-01-15,Standard,Add ons,153.47,3525.0699999999997
18883,18995,63,Male,Yes,Tablet,TBL345,2,Completed,Bank Transfer,3932.05,786.41,5,2024-07-02,Standard,Add ons,102.43,4034.48
18884,18996,48,Male,Yes,Smartwatch,SWT567,3,Completed,Credit Card,919.0,459.5,2,2024-04-09,Expedited,Add ons,18.45,937.45
18885,18996,48,Male,No,Headphones,HDP456,3,Completed,PayPal,3250.62,361.18,9,2024-09-19,Standard,Add ons,121.54,3372.16
18886,18998,79,Female,No,Tablet,TBL345,5,Completed,Credit Card,5504.87,786.41,7,2024-01-21,Expedited,Add ons,14.35,5519.22
18887,18998,79,Female,Yes,Laptop,LTP123,4,Completed,Bank Transfer,4045.92,674.32,6,2024-03-05,Standard,Add ons,25.15,4071.07
18888,18998,79,Female,No,Smartwatch,SWT567,1,Completed,Credit Card,2757.0,459.5,6,2024-05-20,Expedited,Add ons,99.02,2856.02
18889,18999,24,Male,No,Headphones,HDP456,5,Completed,PayPal,1444.72,361.18,4,2024-03-16,Standard,Add ons,37.88,1482.6000000000001
18890,18999,24,Male,Yes,Tablet,TBL345,2,Completed,Bank Transfer,3932.05,786.41,5,2024-05-31,Expedited,Add ons,71.26,4003.3100000000004
18891,19002,26,Male,No,Smartphone,SMP234,5,Cancelled,PayPal,4558.72,1139.68,4,2024-03-31,Expedited,Add ons,126.88,4685.6
18892,19003,72,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,3250.62,361.18,9,2024-04-06,Standard,Add ons,82.63,3333.25
18893,19003,72,Female,Yes,Laptop,LTP123,2,Cancelled,PayPal,4045.92,674.32,6,2024-06-19,Expedited,Add ons,99.73,4145.65
18894,19007,71,Female,No,Laptop,LTP123,3,Completed,Credit Card,2022.96,674.32,3,2024-02-09,Standard,Add ons,145.18,2168.14
18895,19009,65,Female,No,Laptop,LTP123,5,Completed,PayPal,1348.64,674.32,2,2024-06-05,Standard,No Add ons,0.0,1348.64
18896,19010,72,Female,Yes,Smartphone,SMP234,3,Completed,Credit Card,4558.72,1139.68,4,2024-01-01,Standard,Add ons,130.2,4688.92
18897,19010,72,Female,Yes,Laptop,LTP123,5,Completed,Bank Transfer,1348.64,674.32,2,2024-01-27,Standard,Add ons,109.45,1458.0900000000001
18898,19012,43,Female,No,Tablet,TBL345,2,Completed,Bank Transfer,3145.64,786.41,4,2024-05-26,Same Day,No Add ons,0.0,3145.64
